BuildingType,PrimaryPropertyType,City,State,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Electricity(kWh)
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61256,-122.33808,1916,5,73399,1101115.25
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61391,-122.33725,1969,20,233517,2363540.25
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61578,-122.33726,2009,25,529375,7658746.5
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61641,-122.34112,1968,12,206000,1836981.625
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61555,-122.33582,2009,36,669915,11583777.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61516,-122.33303,1990,16,339240,5197326.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60266,-122.33332,1900,7,89550,1041873.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60219,-122.33347,1900,6,89355,1206506.75
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.6036,-122.33288,1922,15,388934,5095121.0
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60403,-122.33497,1929,22,384302,2949131.0
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.6037,-122.33447,1958,17,293925,4098787.75
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60505,-122.33427,1983,47,1323055,13048606.0
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60567,-122.33511,1986,41,460489,7210849.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60542,-122.33588,1950,6,89699,397133.9063
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60581,-122.33664,1968,8,94948,1097077.25
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60614,-122.33674,1991,29,438072,5287365.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60642,-122.33581,1958,6,146922,11663150.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60655,-122.33533,1980,34,614158,9512705.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60671,-122.33456,1972,14,162993,2194040.0
NonResidential,Large Office,Seattle,WA,98154.0,7,DOWNTOWN,47.60615,-122.33388,1969,49,754455,11248209.0
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60549,-122.33319,2002,37,888049,12079009.0
NonResidential,Large Office,Seattle,WA,98164.0,7,DOWNTOWN,47.60616,-122.33165,1973,42,446184,20116302.0
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60471,-122.33261,1907,8,201480,2140038.0
Nonresidential COS,Large Office,Seattle,WA,98104.0,3,DOWNTOWN,47.60501,-122.32988,1990,63,1195387,18046946.0
Nonresidential COS,Large Office,Seattle,WA,98104.0,3,DOWNTOWN,47.60421,-122.32919,2001,14,310490,4725684.5
Nonresidential COS,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60377,-122.32971,2003,8,168870,2561244.0
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60249,-122.32854,2006,13,319539,3296889.25
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60193,-122.32812,1909,7,106099,480858.5
NonResidential,Retail Store,Seattle,WA,98105.0,4,NORTHEAST,47.66024,-122.31278,1978,2,89200,1611701.375
NonResidential,Large Office,Seattle,WA,98195.0,4,NORTHEAST,47.66072,-122.31466,1971,23,474546,8338345.0
NonResidential,Other,Seattle,WA,98185.0,4,NORTHEAST,47.6606,-122.31512,1969,5,36000,8803777.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98105.0,4,NORTHEAST,47.661,-122.31626,1961,5,99005,839159.3125
NonResidential,Large Office,Seattle,WA,98105.0,4,NORTHEAST,47.66065,-122.31689,2002,6,90803,1297226.125
NonResidential,Large Office,Seattle,WA,98105.0,4,NORTHEAST,47.65999,-122.31741,2002,5,137929,2065165.5
NonResidential,Self-Storage Facility,Seattle,WA,98101.0,7,DOWNTOWN,47.61591,-122.33238,1964,5,93660,255926.7031
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61597,-122.33086,1980,18,349055,7099908.0
NonResidential,Mixed Use Property,Seattle,WA,98101.0,7,DOWNTOWN,47.6177,-122.3306,2000,11,185760,2834648.75
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61695,-122.32965,1988,20,378769,7796691.0
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61431,-122.34244,1979,24,427155,7417274.5
NonResidential,Mixed Use Property,Seattle,WA,98121.0,7,DOWNTOWN,47.6177,-122.3545,1980,4,70647,2193628.0
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.6182,-122.352,1982,6,272410,5967513.5
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61598,-122.34369,2002,6,203880,4370874.0
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61734,-122.34434,1947,3,144118,1515135.25
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.6176,-122.35686,1984,8,191117,8777621.0
NonResidential,Supermarket / Grocery Store,Seattle,WA,98117.0,6,NORTHWEST,47.7019,-122.36374,1956,1,60880,2381365.25
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60227,-122.33202,1900,5,50176,831375.875
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60198,-122.33174,1912,42,304346,3294180.5
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54066,-122.33023,1977,1,128800,108982.8984
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60932,-122.33388,1927,8,321945,2917923.75
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60842,-122.33305,1964,22,336330,3849416.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60869,-122.33588,1960,21,298426,4195765.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60896,-122.33481,1976,42,635824,14208670.0
NonResidential,Hotel,Seattle,WA,98101.0,7,DOWNTOWN,47.60804,-122.33391,1923,12,542305,7056889.5
NonResidential,Retail Store,Seattle,WA,98144.0,2,SOUTHEAST,47.57936,-122.29744,1980,2,291940,2911448.0
NonResidential,Mixed Use Property,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.52871,-122.29443,1970,1,88400,741693.375
NonResidential,Warehouse,Seattle,WA,98133.0,5,NORTHWEST,47.72912,-122.34677,1960,1,52311,4913.5
NonResidential,Other,Seattle,WA,98109.0,7,LAKE UNION,47.62323,-122.33028,2009,5,71421,904400.1875
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62333,-122.3296,2001,5,106465,1700881.75
NonResidential,Warehouse,Seattle,WA,98107.0,6,BALLARD,47.65825,-122.3683,1973,1,52500,898234.875
NonResidential,Warehouse,Seattle,WA,98107.0,6,BALLARD,47.66587,-122.38476,1959,2,57300,543351.0
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61429,-122.35263,1916,6,350310,4681819.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60723,-122.33611,1988,55,1115000,14499658.0
NonResidential,Hotel,Seattle,WA,98101.0,7,DOWNTOWN,47.60968,-122.33379,1930,21,305548,4272584.5
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61054,-122.33466,1989,46,1023998,15729209.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61003,-122.33452,1958,10,135918,1260947.625
NonResidential,Retail Store,Seattle,WA,98101.0,7,DOWNTOWN,47.61159,-122.33601,1914,4,79957,1539311.375
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61166,-122.33528,1921,4,127268,1770165.625
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61125,-122.33494,1983,29,500000,5524260.5
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61005,-122.3361,1926,10,132326,1670053.125
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61033,-122.3357,1984,6,96630,2150030.75
NonResidential,Hotel,Seattle,WA,98101.0,7,DOWNTOWN,47.60996,-122.33572,1973,19,272787,5803207.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60991,-122.33687,1910,10,130513,2006739.75
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60953,-122.33647,1920,8,60660,757947.125
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60902,-122.33674,1929,14,137350,1203759.875
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60923,-122.33625,1929,15,151039,761004.125
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61022,-122.33745,1985,30,620338,12661185.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60995,-122.33904,1906,4,63540,711690.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60987,-122.33824,1927,10,130893,2040466.625
NonResidential,Mixed Use Property,Seattle,WA,98101.0,7,DOWNTOWN,47.60821,-122.33899,1910,5,79920,882023.3125
Campus,Mixed Use Property,Seattle,WA,98101.0,7,DOWNTOWN,47.60881,-122.34119,1908,4,137400,3031866.75
NonResidential,Other,Seattle,WA,98101.0,7,DOWNTOWN,47.61164,-122.33446,1996,6,61423,2087520.25
NonResidential,Other,Seattle,WA,98101.0,7,DOWNTOWN,47.61185,-122.33421,1996,4,100375,1515211.5
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61043,-122.33206,1989,56,1215718,13505807.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60967,-122.33229,1980,36,794592,7629382.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.60909,-122.33202,1971,21,363100,5685030.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61029,-122.34089,1986,12,100717,1394284.625
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61116,-122.34748,1999,4,70000,1333496.75
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.6117,-122.34778,1998,11,189629,3906513.0
NonResidential,Other,Seattle,WA,98121.0,7,DOWNTOWN,47.61252,-122.34351,1985,12,155500,4231237.0
NonResidential,Large Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61108,-122.34217,1923,11,102846,541139.6875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61304,-122.34059,1925,4,52800,536908.6875
Campus,Mixed Use Property,Seattle,WA,98101.0,7,DOWNTOWN,47.61229,-122.33903,1913,10,258497,4946369.5
NonResidential,Retail Store,Seattle,WA,98181.0,7,DOWNTOWN,47.61098,-122.33815,1929,8,861702,4319154.5
NonResidential,Other,Seattle,WA,98101.0,7,EAST,47.61,-122.32922,1999,5,109550,5176868.5
NonResidential,Other,Seattle,WA,98101.0,7,DOWNTOWN,47.61195,-122.33167,1990,6,1400000,0.0
NonResidential,Other,Seattle,WA,98101.0,3,EAST,47.61048,-122.32837,1988,9,46710,797806.6875
NonResidential,Medical Office,Seattle,WA,98101.0,3,EAST,47.61048,-122.32837,1945,3,162000,3488557.5
NonResidential,Medical Office,Seattle,WA,98104.0,3,EAST,47.60921,-122.32425,1992,14,282363,6200665.0
NonResidential,Mixed Use Property,Seattle,WA,98109.0,7,LAKE UNION,47.61915,-122.34857,2001,6,200783,15681864.0
NonResidential,Mixed Use Property,Seattle,WA,98109.0,7,LAKE UNION,47.61915,-122.34857,2001,6,108912,21957020.0
NonResidential,Hotel,Seattle,WA,98109.0,7,LAKE UNION,47.62036,-122.34588,1979,5,79608,1648708.875
NonResidential,Large Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62177,-122.36158,1981,5,237282,4798719.0
NonResidential,Warehouse,Seattle,WA,98104.0,2,GREATER DUWAMISH,47.56064,-122.32522,2001,1,123061,582630.1875
NonResidential,Distribution Center,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54868,-122.3255,1963,1,59090,185927.7969
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.5471,-122.32406,1963,1,106000,223729.2969
NonResidential,Large Office,Seattle,WA,98102.0,4,LAKE UNION,47.63349,-122.32634,1962,3,120200,4672048.0
NonResidential,Distribution Center,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.53764,-122.3232,1960,1,119661,227129.2969
NonResidential,Large Office,Seattle,WA,98109.0,3,LAKE UNION,47.62958,-122.32826,2001,7,94472,1272742.25
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62566,-122.34287,1984,6,61800,897861.6875
NonResidential,Large Office,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62929,-122.34194,1996,5,98055,1659346.125
NonResidential,Large Office,Seattle,WA,98103.0,4,LAKE UNION,47.64776,-122.33924,2001,3,56041,1437351.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98125.0,5,NORTH,47.70105,-122.32659,1974,5,74880,1504867.25
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98115.0,5,NORTH,47.69999,-122.32663,1979,6,88774,1767034.25
NonResidential,Large Office,Seattle,WA,98115.0,5,NORTH,47.69917,-122.3268,1983,5,122250,1622399.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98115.0,5,NORTH,47.70063,-122.32487,1979,4,53730,1390055.25
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98101.0,1,DELRIDGE,47.5671,-122.36416,1960,3,55593,833103.5
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62269,-122.33224,1982,4,73096,1376066.25
NonResidential,Retail Store,Seattle,WA,98199.0,2,GREATER DUWAMISH,47.5653,-122.33076,2005,1,158415,4668122.5
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.61907,-122.33651,1929,8,287819,14113435.0
NonResidential,Other,Seattle,WA,98101.0,3,EAST,47.60953,-122.32793,1975,8,158738,13636758.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62003,-122.35706,1985,4,58195,876809.625
NonResidential,Retail Store,Seattle,WA,98107.0,6,BALLARD,47.66057,-122.36857,1999,1,164437,4132326.75
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62402,-122.33755,2009,5,118248,1656231.0
NonResidential,Laboratory,Seattle,WA,98109.0,7,LAKE UNION,47.62348,-122.33743,1928,3,55200,2198235.0
NonResidential,Laboratory,Seattle,WA,98109.0,7,LAKE UNION,47.62254,-122.33753,2003,4,129366,5975651.5
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62286,-122.33804,2004,6,86700,949066.6875
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62383,-122.3356,2009,5,172371,2255357.5
NonResidential,Warehouse,Seattle,WA,98109.0,3,LAKE UNION,47.62572,-122.33389,1914,5,127800,746069.875
NonResidential,Large Office,Seattle,WA,98109.0,3,LAKE UNION,47.62855,-122.33035,2002,5,353919,6132058.5
NonResidential,Large Office,Seattle,WA,98109.0,3,LAKE UNION,47.62621,-122.33128,2001,6,131592,3434879.5
Campus,Other,Seattle,WA,98109.0,3,LAKE UNION,47.62855,-122.33035,1997,5,535947,18941222.0
NonResidential,Mixed Use Property,Seattle,WA,98109.0,7,LAKE UNION,47.62121,-122.33885,2003,5,109046,5965944.5
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62137,-122.33744,2006,4,136143,1554456.625
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62131,-122.33814,2006,6,193198,2094799.75
NonResidential,Mixed Use Property,Seattle,WA,98109.0,7,LAKE UNION,47.62002,-122.33687,1954,3,67380,459033.0938
NonResidential,Laboratory,Seattle,WA,98109.0,7,LAKE UNION,47.62405,-122.34036,1963,4,102235,4500367.5
NonResidential,Mixed Use Property,Seattle,WA,98109.0,7,LAKE UNION,47.62405,-122.34036,2008,5,282813,8790355.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62115,-122.3597,1974,5,67236,1001043.625
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1972,5,66762,1064658.125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1970,5,66762,1023767.125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62014,-122.35768,1971,5,66400,1021370.188
NonResidential,Medical Office,Seattle,WA,98105.0,4,NORTHEAST,47.65821,-122.31831,1988,4,108344,3430113.5
NonResidential,Medical Office,Seattle,WA,98105.0,4,NORTHEAST,47.65884,-122.3183,1994,4,95995,2346217.25
NonResidential,Self-Storage Facility,Seattle,WA,98107.0,6,BALLARD,47.66838,-122.3931,1946,2,111445,881452.0
NonResidential,Warehouse,Seattle,WA,98126.0,1,SOUTHWEST,47.56885,-122.37121,1997,4,98475,225380.0
NonResidential,Hospital,Seattle,WA,98109.0,3,LAKE UNION,47.62667,-122.32965,2000,7,201075,7849323.5
NonResidential,Supermarket / Grocery Store,Seattle,WA,98125.0,5,NORTH,47.7237,-122.29232,1995,2,121087,3130371.0
NonResidential,Supermarket / Grocery Store,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56895,-122.33775,2008,1,63225,1911650.25
Nonresidential COS,Other,Seattle,WA,98118.0,1,DELRIDGE,47.56548,-122.35378,1955,1,113780,431091.6875
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56419,-122.34262,1999,1,243044,205444.5938
NonResidential,Other,Seattle,WA,98103.0,6,LAKE UNION,47.64942,-122.35024,2001,3,123940,3376817.5
NonResidential,Other,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63549,-122.34103,1952,3,53464,2015368.75
NonResidential,Retail Store,Seattle,WA,98133.0,5,NORTHWEST,47.72053,-122.34739,1997,1,131387,2258064.0
NonResidential,Warehouse,Seattle,WA,98133.0,5,NORTHWEST,47.72377,-122.34095,1999,3,94400,199550.0
NonResidential,Other,Seattle,WA,98133.0,5,NORTHWEST,47.72546,-122.34659,1964,1,111900,1872845.375
NonResidential,Supermarket / Grocery Store,Seattle,WA,98133.0,5,NORTHWEST,47.72803,-122.34214,1984,1,144776,3020895.5
NonResidential,Retail Store,Seattle,WA,98133.0,5,NORTHWEST,47.7249,-122.34332,1967,1,114000,2296774.5
NonResidential,Supermarket / Grocery Store,Seattle,WA,98133.0,5,NORTHWEST,47.7235,-122.34458,1997,1,50083,1913361.75
NonResidential,Large Office,Seattle,WA,98103.0,6,LAKE UNION,47.65086,-122.35412,1988,3,95426,1462254.125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98103.0,6,LAKE UNION,47.64963,-122.35158,2000,4,53472,1142361.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98103.0,6,LAKE UNION,47.64849,-122.35041,2001,3,62332,1586581.875
NonResidential,Large Office,Seattle,WA,98103.0,6,LAKE UNION,47.64822,-122.34848,1999,3,166128,3219974.5
NonResidential,Large Office,Seattle,WA,98103.0,6,LAKE UNION,47.64882,-122.34905,1999,4,140302,2378856.0
NonResidential,Mixed Use Property,Seattle,WA,98101.0,7,DOWNTOWN,47.6074,-122.33777,1991,6,154660,10239394.0
NonResidential,Large Office,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.55146,-122.32832,1982,5,268920,2252017.5
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54983,-122.32858,1967,2,90000,373072.1875
NonResidential,Retail Store,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.55032,-122.32614,1966,1,50200,148728.2969
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98107.0,6,BALLARD,47.66891,-122.38528,1925,6,87833,841456.8125
NonResidential,Warehouse,Seattle,WA,98107.0,6,BALLARD,47.66724,-122.38553,1941,2,63240,25031.90039
NonResidential,Other,Seattle,WA,98107.0,6,BALLARD,47.66233,-122.3748,2008,5,140415,3138366.25
NonResidential,Self-Storage Facility,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1988,4,106893,136440.0
NonResidential,Warehouse,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1997,4,106041,216689.0
NonResidential,Self-Storage Facility,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,1956,3,94470,126863.7031
NonResidential,Large Office,Seattle,WA,98104.0,2,DOWNTOWN,47.59963,-122.32796,2002,10,143508,2238565.5
NonResidential,Retail Store,Seattle,WA,98105.0,4,NORTHEAST,47.66178,-122.31812,1987,2,69492,93482.60156
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54769,-122.3251,1966,1,22780,117834.5
NonResidential,Distribution Center,Seattle,WA,98168.0,2,GREATER DUWAMISH,47.54187,-122.32714,1967,1,124472,335860.8125
NonResidential,Large Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60411,-122.33225,1970,22,129000,2489278.75
NonResidential,Distribution Center,Seattle,WA,98168.0,2,GREATER DUWAMISH,47.54187,-122.32714,1967,1,50065,245094.0938
NonResidential,Distribution Center,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54621,-122.33486,1969,1,57540,384226.5
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54853,-122.32814,1966,1,85400,450468.4063
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54912,-122.32819,1966,1,55700,152346.4063
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54965,-122.3278,1964,1,53250,307202.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,1987,6,50245,553488.375
NonResidential,Warehouse,Seattle,WA,98133.0,5,NORTHWEST,47.71286,-122.34422,1986,3,64660,69699.0
NonResidential,Mixed Use Property,Seattle,WA,98122.0,3,EAST,47.61552,-122.31744,1927,2,55916,998490.875
NonResidential,Distribution Center,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.5701,-122.33342,1968,1,161678,1855803.75
NonResidential,Distribution Center,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56874,-122.33303,1949,1,101101,6383133.0
NonResidential,Distribution Center,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57023,-122.33241,1980,1,52613,154710.5
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56785,-122.33361,1940,1,56608,1246560.375
NonResidential,Refrigerated Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.56637,-122.33273,1953,1,104099,5065566.0
NonResidential,Supermarket / Grocery Store,Seattle,WA,98103.0,5,NORTHWEST,47.69267,-122.35506,2003,1,50734,2331899.75
NonResidential,Supermarket / Grocery Store,Seattle,WA,98155.0,5,NORTH,47.73315,-122.3105,1980,1,58480,1998174.5
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62029,-122.33078,2005,6,211900,2308731.75
NonResidential,Retail Store,Seattle,WA,98109.0,7,LAKE UNION,47.62,-122.33027,1996,4,104014,2141824.75
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98144.0,3,CENTRAL,47.59367,-122.30957,1914,2,62220,1591859.875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98144.0,3,GREATER DUWAMISH,47.59388,-122.31124,1970,1,65430,499939.4063
NonResidential,Large Office,Seattle,WA,98105.0,4,NORTHEAST,47.66517,-122.30186,2006,3,59850,1733053.0
NonResidential,Other,Seattle,WA,98122.0,3,CENTRAL,47.6144,-122.30982,1926,3,80004,3585030.0
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.56407,-122.32765,1991,2,323916,1039884.313
NonResidential,Mixed Use Property,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.5928,-122.31599,1932,14,304052,5522715.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98102.0,4,LAKE UNION,47.64037,-122.32626,1978,4,54175,1422929.625
NonResidential,Distribution Center,Seattle,WA,98108.0,1,GREATER DUWAMISH,47.53687,-122.33316,1989,2,98024,402414.0
NonResidential,Mixed Use Property,Seattle,WA,98109.0,7,LAKE UNION,47.62405,-122.33084,1928,1,50000,472610.5
NonResidential,Large Office,Seattle,WA,98109.0,7,LAKE UNION,47.62488,-122.33007,1990,5,77953,1504993.875
NonResidential,Retail Store,Seattle,WA,98125.0,5,NORTH,47.70759,-122.3255,1950,2,302812,1638420.25
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98133.0,5,NORTHWEST,47.70744,-122.33171,1974,5,86400,1198616.625
NonResidential,Other,Seattle,WA,98125.0,5,North,47.7094,-122.31843,1969,2,98539,1543474.25
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98144.0,5,NORTHWEST,47.70732,-122.33279,1981,6,86483,1864371.5
NonResidential,Distribution Center,Seattle,WA,98106.0,1,DELRIDGE,47.53926,-122.34143,1976,1,51600,239011.5938
NonResidential,Warehouse,Seattle,WA,98106.0,1,DELRIDGE,47.53689,-122.33847,1968,1,140520,384092.5938
NonResidential,Large Office,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,1986,5,91649,1190117.5
NonResidential,Other,Seattle,WA,98133.0,5,NORTHWEST,47.70887,-122.33494,2005,3,69854,2036226.75
NonResidential,Medical Office,Seattle,WA,98133.0,5,NORTHWEST,47.7126,-122.33782,2005,3,63909,1396762.25
NonResidential,Warehouse,Seattle,WA,98103.0,5,NORTHWEST,47.69814,-122.34295,1948,2,53472,111671.8984
