BuildingType,PrimaryPropertyType,City,State,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Electricity(kWh)
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62672,-122.34923,2006,3,145085,1055645.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,DOWNTOWN,47.60377,-122.32971,1926,4,47276,216311.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62517,-122.3486,1910,4,22344,58461.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62612,-122.34847,1957,3,22331,129538.2969
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62684,-122.34843,2006,3,56380,311716.8125
NonResidential,Other,Seattle,WA,98112.0,3,Central,47.62342,-122.29688,1991,3,34074,1056210.125
NonResidential,Hotel,Seattle,WA,98104.0,7,DOWNTOWN,47.60505,-122.3361,2006,10,370327,3198977.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65397,-122.38806,1977,4,35835,218122.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65332,-122.39163,1968,4,30000,174271.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65273,-122.39162,1968,4,25959,197962.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65245,-122.39186,1968,4,25326,161899.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65211,-122.39234,1967,4,37086,225775.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65249,-122.39099,1969,4,56104,474437.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65203,-122.39014,1968,4,23705,340361.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65201,-122.3891,1970,5,28185,215954.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65295,-122.39078,1970,5,39900,247251.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65295,-122.39078,1968,5,40560,364149.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6531,-122.39027,1968,5,44687,348474.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65068,-122.38877,1973,5,32441,248329.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65115,-122.38881,1973,5,33466,226371.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6513,-122.38887,1973,5,36178,243343.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65186,-122.38842,1974,4,29588,198557.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65185,-122.38782,1974,4,34602,221837.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65083,-122.38937,1968,4,32452,103205.1016
NonResidential,Worship Facility,Seattle,WA,98125.0,5,North,47.71856,-122.32084,1961,2,76475,168007.2031
NonResidential,K-12 School,Seattle,WA,98125.0,5,North,47.71923,-122.32171,1988,2,32961,130908.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,North,47.72004,-122.31924,1986,3,28470,201751.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56574,-122.38716,2006,5,31299,246382.2969
Nonresidential COS,Other,Seattle,WA,98103.0,6,NORTHWEST,47.6875,-122.35496,2004,1,12806,195934.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64273,-122.38414,1969,4,24444,149229.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64611,-122.39791,1978,4,27997,219045.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,LAKE UNION,47.66087,-122.35133,1969,3,25268,163902.2969
Multifamily LR (1-4),Mixed Use Property,Seattle,WA,98103.0,6,LAKE UNION,47.66133,-122.34973,1990,4,45111,272696.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.65921,-122.34685,1997,4,63317,388854.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.66027,-122.34704,1995,4,66300,395221.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,NORTHWEST,47.69079,-122.35157,2002,4,183524,904309.6875
Campus,K-12 School,Seattle,WA,98112.0,3,CENTRAL,47.62291,-122.28879,1950,1,109794,379474.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98112.0,3,Central,47.61792,-122.3078,1989,5,38560,240873.5
NonResidential,Other,Seattle,WA,98122.0,3,Central,47.61796,-122.30847,1911,3,25200,82411.5
NonResidential,Supermarket / Grocery Store,Seattle,WA,98125.0,5,North,47.70941,-122.31707,1996,1,44755,1736110.75
NonResidential,Other,Seattle,WA,98122.0,3,EAST,47.61340332,-122.3203506,1907,2,22320,40236.19922
NonResidential,Mixed Use Property,Seattle,WA,98122.0,3,EAST,47.6139,-122.32034,1912,3,24000,256742.2031
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,EAST,47.61393,-122.31589,1920,3,23422,97975.39844
NonResidential,Other,Seattle,WA,98122.0,3,EAST,47.61674,-122.31111,1975,2,27551,954597.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61616,-122.3111,1926,3,40112,79941.79688
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61598,-122.31034,1924,3,25808,148875.7031
NonResidential,Mixed Use Property,Seattle,WA,98122.0,3,EAST,47.61554,-122.31098,1998,5,38409,613020.125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.6149,-122.31104,1912,6,48700,191958.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61538,-122.31034,1904,3,25536,49323.80078
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61455,-122.31043,1972,12,93021,1263898.125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61175,-122.3098,1929,4,23616,53055.30078
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61433,-122.30921,1988,4,28080,214175.0
NonResidential,Warehouse,Seattle,WA,98112.0,3,EAST,47.61481,-122.31536,1920,2,23040,21349.59961
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6151,-122.31461,1910,3,20509,79758.20313
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61492,-122.31654,1910,6,62338,633378.125
NonResidential,Warehouse,Seattle,WA,98122.0,3,EAST,47.61469,-122.31596,1958,2,61880,174659.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61621,-122.32241,1940,5,50356,139349.9063
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,EAST,47.61556,-122.32048,1925,2,27938,300191.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.6646,-122.31558,2006,6,65826,685298.3125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66459,-122.31601,1991,5,64227,273166.3125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66391,-122.31602,2001,6,66195,560678.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66326,-122.31603,2000,5,25167,158686.2031
NonResidential,Other,Seattle,WA,98105.0,4,NORTHEAST,47.66386,-122.31715,1924,2,21600,475866.5938
Nonresidential COS,Other,Seattle,WA,98105.0,4,NORTHEAST,47.66506,-122.31656,1929,3,27908,282657.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66665,-122.31707,2003,4,24722,169713.0938
Campus,K-12 School,Seattle,WA,98112.0,3,CENTRAL,47.62291,-122.28879,2000,2,30562,193273.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,LAKE UNION,47.65488,-122.32641,1997,4,43422,249151.5
NonResidential,Retail Store,Seattle,WA,98104.0,2,DOWNTOWN,47.59951,-122.32033,2000,3,54969,1006654.125
NonResidential,K-12 School,Seattle,WA,98122.0,3,CENTRAL,47.61395,-122.31253,1951,2,36825,267222.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61446,-122.31216,1908,4,36546,254894.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61481,-122.31256,2008,7,101530,556480.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,EAST,47.61546,-122.31195,1958,3,25834,357342.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61682,-122.3123,1962,4,26172,226323.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61745,-122.31235,1909,3,25920,141769.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,5,NORTHWEST,47.69309,-122.35359,1985,4,26112,165885.2969
NonResidential,Worship Facility,Seattle,WA,98102.0,3,EAST,47.63193,-122.32126,1929,1,37700,220347.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63992,-122.37471,1980,5,62093,445982.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,3,CENTRAL,47.59926,-122.28563,1956,4,23856,201419.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6139,-122.3272,1998,7,69272,390913.6875
SPS-District K-12,K-12 School,Seattle,WA,98112.0,3,EAST,47.64063,-122.30428,1925,2,27273,127941.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98112.0,3,EAST,47.63982,-122.30181,1926,2,20366,121532.1016
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98272.0,5,NORTH,47.71307,-122.31246,1974,4,23888,204667.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.71606,-122.31215,2000,4,45579,219224.7031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.71313,-122.31214,1997,4,23175,137680.4063
NonResidential,Mixed Use Property,Seattle,WA,98122.0,3,Central,47.61608,-122.30967,2004,6,97229,299459.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,Central,47.61672,-122.3098,1969,7,72716,639192.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61598,-122.3077,2002,5,73495,177583.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.61269,-122.3085,1969,3,37824,346147.0938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98103.0,5,NORTHWEST,47.69898,-122.34162,1982,3,25111,163329.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98103.0,5,NORTHWEST,47.69837,-122.34166,2008,6,16596,270433.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTHWEST,47.69829,-122.3405,1989,3,23448,119814.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.54093,-122.39431,1964,3,26498,200265.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.53888,-122.39201,1951,4,203155,1668389.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.54005,-122.39503,1963,4,22984,198010.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.53986,-122.39469,1968,4,21464,166583.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61964,-122.35469,1907,3,24329,96458.79688
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,5,NORTH,47.69209,-122.31794,2006,4,29588,218871.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.61944,-122.32318,1993,6,82519,519871.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62825,-122.35714,1970,6,37843,167610.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65426,-122.40138,1984,3,35787,274940.1875
NonResidential,Worship Facility,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1953,2,31805,119395.8984
NonResidential,K-12 School,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1953,1,20811,148240.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98117.0,6,BALLARD,47.69953,-122.36843,1986,4,28328,208594.7969
Nonresidential COS,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59393,-122.32211,1967,2,22058,248454.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.58836,-122.38032,1998,6,42188,229584.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.59478,-122.38513,1998,6,36730,172274.7969
NonResidential,Refrigerated Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.56268,-122.32364,1970,1,22890,2614893.0
NonResidential,Other,Seattle,WA,98112.0,2,GREATER DUWAMISH,47.56166,-122.3237,1907,5,36000,101516.8984
NonResidential,Distribution Center,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.5616,-122.32603,1971,1,28320,997545.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98126.0,1,SOUTHWEST,47.53594,-122.37703,1978,3,28683,213298.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.72826,-122.34861,1982,3,96869,740136.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70706,-122.33527,1986,3,51908,350186.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70705,-122.33444,1987,4,46339,313956.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70735,-122.33462,1987,4,43245,269656.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.70761,-122.33449,1989,4,56800,507192.9063
NonResidential,Worship Facility,Seattle,WA,98115.0,4,NORTHEAST,47.67816,-122.28998,1955,1,29079,149800.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98112.0,3,EAST,47.63441,-122.28061,1982,3,19232,213047.2969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.52,-122.26034,1967,4,42816,390654.3125
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.61921,-122.33807,2007,11,399935,1879908.375
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98107.0,6,Ballard,47.65564,-122.36191,1988,2,20535,373464.1875
NonResidential,Laboratory,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65223,-122.36147,1985,2,43025,1542927.75
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.60806,-122.34037,1984,12,70939,692229.0
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54769,-122.3251,1965,1,30800,142429.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70279,-122.32434,2008,7,124642,1671183.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70222,-122.32532,2008,7,120520,755309.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.70188,-122.32459,2008,4,46725,1161542.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,North,47.71025,-122.3202,1970,2,30984,361140.0938
Multifamily LR (1-4),Senior Care Community,Seattle,WA,98178.0,3,EAST,47.50061895,-122.2209659,1995,3,124930,1265544.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98104.0,7,DOWNTOWN,47.60219,-122.3313,1908,7,159840,2150848.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98118.0,2,SOUTHEAST,47.55455,-122.2814,2008,4,43732,165772.2969
NonResidential,Mixed Use Property,Seattle,WA,98104.0,3,EAST,47.59901628,-122.3315077,1900,3,22168,287947.0
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59416,-122.3267,1922,1,37400,262233.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,SOUTHEAST,47.57963,-122.29548,1960,4,21200,149818.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,SOUTHEAST,47.57927,-122.29548,1960,4,21200,158717.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,SOUTHEAST,47.57854,-122.29488,1960,4,20365,164811.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.6557,-122.31244,1925,8,97923,459770.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61497,-122.32108,2006,4,74202,346457.0
NonResidential,Large Office,Seattle,WA,98104.0,2,DOWNTOWN,47.59666,-122.32768,2000,11,268130,4390616.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,2,DOWNTOWN,47.59706,-122.32813,2000,11,68452,1108551.5
NonResidential,Large Office,Seattle,WA,98104.0,2,DOWNTOWN,47.59634,-122.32807,2000,11,273185,4311005.0
NonResidential,K-12 School,Seattle,WA,98105.0,4,NORTHEAST,47.66368,-122.27324,1924,3,97500,266910.1875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62495,-122.36036,1982,5,54015,885111.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.5596,-122.38459,1987,3,79052,582420.375
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.623695,-122.321487,2009,6,286644,1953980.25
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61392,-122.31718,2007,3,32881,457783.6875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98103.0,4,LAKE UNION,47.65463,-122.34204,2012,6,198233,997378.625
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61725,-122.34844,2011,17,176043,1074477.25
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.58012,-122.38548,2011,5,63597,354867.0938
NonResidential,Restaurant,Seattle,WA,98101.0,7,DOWNTOWN,47.60805,-122.33978,1985,13,42000,1275463.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61103,-122.33238,1925,5,37804,162628.5938
Multifamily LR (1-4),Mixed Use Property,Seattle,WA,98105.0,4,NORTHEAST,47.66709,-122.30149,2008,4,257248,1787129.75
NonResidential,Large Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61706,-122.35141,1982,24,119701,2456664.5
Nonresidential COS,Other,Seattle,WA,98125.0,5,NORTH,47.71986,-122.29809,1965,1,24697,251761.0
NonResidential,University,Seattle,WA,98144.0,3,CENTRAL,47.59677,-122.30172,2013,1,57468,625200.0
NonResidential,University,Seattle,WA,98122.0,3,EAST,47.61808,-122.32175,2006,5,84000,1303202.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.61896,-122.33078,2000,6,79684,693875.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64886,-122.35862,2004,4,22625,142560.5938
NonResidential,Retail Store,Seattle,WA,98101.0,7,DOWNTOWN,47.6087,-122.33884,1991,3,103000,1243594.5
NonResidential,Supermarket / Grocery Store,Seattle,WA,98116.0,1,SOUTHWEST,47.56137,-122.38524,2008,1,37864,1584877.375
NonResidential,Supermarket / Grocery Store,Seattle,WA,98122.0,3,EAST,47.62256,-122.32092,1950,2,66497,2676731.75
NonResidential,Retail Store,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,2006,4,34010,1043556.188
NonResidential,Supermarket / Grocery Store,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,2006,4,45980,1573632.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65201,-122.3891,1970,5,34728,303323.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.652,-122.38949,1970,5,34480,226054.0938
NonResidential,Retail Store,Seattle,WA,98122.0,3,EAST,47.61378771,-122.3214255,1996,3,45743,1262439.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.72664,-122.34823,1984,4,56800,367703.6875
NonResidential,Other,Seattle,WA,98122.0,3,CENTRAL,47.61674,-122.30207,1991,1,45000,308219.1875
NonResidential,Other,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.59544,-122.33159,1999,6,333698,2755550.0
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.55066,-122.31787,1904,4,72859,426578.1875
SPS-District K-12,K-12 School,Seattle,WA,98118.0,2,SOUTHEAST,47.52374,-122.27201,2009,2,138705,880538.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98106.0,1,DELRIDGE,47.55304,-122.3633,2002,3,20000,152705.2969
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98104.0,3,EAST,47.61022,-122.324,2012,17,236148,1591804.25
NonResidential,Mixed Use Property,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.5823,-122.32937,2004,3,21947,284170.9063
NonResidential,Warehouse,Seattle,WA,98115.0,4,NORTHEAST,47.68454,-122.26235,1940,0,384772,2642108.0
NonResidential,Medical Office,Seattle,WA,98115.0,4,NORTHEAST,47.6824,-122.26223,1960,0,30287,532064.6875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98115.0,4,NORTHEAST,47.68254,-122.26299,1960,0,21931,409903.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60148,-122.33379,1985,6,73102,1262379.25
NonResidential,Mixed Use Property,Seattle,WA,98102.0,3,EAST,47.62256,-122.32092,1916,2,81422,748809.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65322,-122.39202,1968,4,24386,168420.4063
Nonresidential COS,Mixed Use Property,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.57918,-122.32075,1966,1,87458,1140189.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58814,-122.31816,1968,4,35796,293465.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.72883,-122.34862,1990,4,43228,279325.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.72883,-122.34862,1990,4,35560,188867.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61958,-122.35378,2011,7,36179,302247.5
NonResidential,Supermarket / Grocery Store,Seattle,WA,98115.0,5,NORTH,47.71864,-122.312,2011,1,51400,2019099.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6212,-122.36016,2011,6,290520,1101238.625
Multifamily MR (5-9),Mixed Use Property,Seattle,WA,98122.0,3,EAST,47.61590576,-122.3203888,2010,6,184980,1346188.75
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98103.0,4,LAKE UNION,47.64779,-122.33352,1993,1,26263,479094.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98108.0,2,SOUTHEAST,47.56185,-122.29363,2010,4,88449,890901.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.67857,-122.26172,2011,3,31930,246751.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98125.0,5,NORTH,47.72033,-122.29213,2011,4,138121,605888.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.66368,-122.31554,2011,6,39636,495232.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.6779,-122.26166,2011,3,29646,231547.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.6197,-122.32253,1927,3,29656,154107.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98104.0,2,DOWNTOWN,47.59801,-122.32544,1927,5,30993,407024.0
Nonresidential COS,Other,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54277,-122.31626,1906,2,39212,21210.59961
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,CENTRAL,47.60786,-122.31586,2011,5,140254,906903.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.67928,-122.26177,1947,3,38264,218790.5
Nonresidential COS,Other,Seattle,WA,98122.0,3,CENTRAL,47.60668,-122.30242,1968,1,21400,736986.875
